Source,Video Title,URL,Published Date,Transcript Tokens,Transcript Extracted Y/N,Ingestion Status,Last Ingestion Date,Notes
YC YouTube,AI Personal Tutor for Everyone,https://www.youtube.com/watch?v=c0MJdUVYp3w,2025-05-11T14:46:17Z,0,No,Failed,2025-06-13T17:40:20.546524,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI Personal Assistant,https://www.youtube.com/watch?v=-B3j7NtqU5o,2025-05-10T15:12:53Z,0,No,Failed,2025-06-13T17:40:21.686733,"Unknown error: no element found: line 1, column 0"
YC YouTube,How AI Coding Agents Will Change Your Job,https://www.youtube.com/watch?v=TECDj4JUx7o,2025-05-09T14:00:46Z,0,No,Failed,2025-06-13T17:40:22.733663,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI for Scientific Advancement,https://www.youtube.com/watch?v=NNwoLCGgN7o,2025-05-08T21:35:36Z,0,No,Failed,2025-06-13T17:40:23.812379,"Unknown error: no element found: line 1, column 0"
YC YouTube,More Design Founders,https://www.youtube.com/watch?v=DvxPuRbeNwY,2025-05-07T21:37:57Z,0,No,Failed,2025-06-13T17:40:24.892031,"Unknown error: no element found: line 1, column 0"
YC YouTube,Full-stack AI Companies,https://www.youtube.com/watch?v=s-okz_-pUHo,2025-05-07T16:25:06Z,0,No,Failed,2025-06-13T17:40:26.185311,"Unknown error: no element found: line 1, column 0"
YC YouTube,Irrational optimism and uncompromising realism.,https://www.youtube.com/watch?v=31vkkVQdUa8,2025-05-06T02:26:43Z,0,No,Failed,2025-06-13T17:40:27.146141,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Windsurf CEO: Betting On AI Agents, Pivoting In 48 Hours, And The Future of Coding",https://www.youtube.com/watch?v=LKgAx7FWva4,2025-05-02T14:00:35Z,0,No,Failed,2025-06-13T17:40:28.415524,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Get The Most Out Of Vibe Coding | Startup School,https://www.youtube.com/watch?v=BJjsfNO5JTo,2025-04-25T14:00:15Z,0,No,Failed,2025-06-13T17:40:29.558977,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Zepto Became India’s Fastest Growing Startup,https://www.youtube.com/watch?v=aYK0H85E_oU,2025-04-18T14:00:03Z,0,No,Failed,2025-06-13T17:40:30.626229,"Unknown error: no element found: line 1, column 0"
YC YouTube,Celebrating 20 Years of Y Combinator,https://www.youtube.com/watch?v=GYpYBqmlzTQ,2025-04-14T20:14:44Z,0,No,Failed,2025-06-13T17:40:31.696816,"Unknown error: no element found: line 1, column 0"
YC YouTube,Derek Thompson’s advice for founders is to follow your curiosity.,https://www.youtube.com/watch?v=gMzKp-QXvV0,2025-04-09T23:15:18Z,0,No,Failed,2025-06-13T17:40:32.878718,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Startups that make it are rare. You can do it alone, but with a good co-founder you can go farther.",https://www.youtube.com/watch?v=AFiioWjfXOs,2025-04-03T16:48:29Z,0,No,Failed,2025-06-13T17:40:34.111052,"Unknown error: no element found: line 1, column 0"
YC YouTube,The idea for DoorDash didn’t come from surveys—it came from living a day in the customer’s shoes.,https://www.youtube.com/watch?v=KOgCiznK8ug,2025-04-01T22:43:40Z,0,No,Failed,2025-06-13T17:40:35.301876,"Unknown error: no element found: line 1, column 0"
YC YouTube,What Founders Can Do To Improve Their Design Game,https://www.youtube.com/watch?v=ksGNfd-wQY4,2025-03-28T14:01:00Z,0,No,Failed,2025-06-13T17:40:36.493667,"Unknown error: no element found: line 1, column 0"
YC YouTube,Dylan Field describes design as “art as it applies to problem solving.”,https://www.youtube.com/watch?v=b_NdMJHX_aY,2025-03-20T17:49:30Z,0,No,Failed,2025-06-13T17:40:37.501574,"Unknown error: no element found: line 1, column 0"
YC YouTube,From A Pivot To Building A $9.6 Billion Payroll Company,https://www.youtube.com/watch?v=VaQA55ZZWBU,2025-03-18T14:00:38Z,0,No,Failed,2025-06-13T17:40:38.751996,"Unknown error: no element found: line 1, column 0"
YC YouTube,GPT-4.5 = Big Model Energy | YC Decoded,https://www.youtube.com/watch?v=5uBAQrg4SoQ,2025-03-11T14:00:07Z,0,No,Failed,2025-06-13T17:40:39.853416,"Unknown error: no element found: line 1, column 0"
YC YouTube,Vibe Coding Is The Future,https://www.youtube.com/watch?v=IACHfKmZMr8,2025-03-05T15:00:19Z,0,No,Failed,2025-06-13T17:40:41.150387,"Unknown error: no element found: line 1, column 0"
YC YouTube,This Is What Young Founders Should Focus On,https://www.youtube.com/watch?v=3yAoITAXKis,2025-02-28T15:00:10Z,0,No,Failed,2025-06-13T17:40:42.250754,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI Interfaces Of The Future | Design Review,https://www.youtube.com/watch?v=DBhSfROq3wU,2025-02-27T15:00:28Z,0,No,Failed,2025-06-13T17:40:43.407430,"Unknown error: no element found: line 1, column 0"
YC YouTube,Gustaf’s Startup Framework For Spending Money,https://www.youtube.com/watch?v=MtuLy9x5TGg,2025-02-26T00:03:32Z,0,No,Failed,2025-06-13T17:40:44.602466,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Build The Future: Aravind Srinivas,https://www.youtube.com/watch?v=SP7Ua8FKZN4,2025-02-21T15:00:42Z,0,No,Failed,2025-06-13T17:40:45.648429,"Unknown error: no element found: line 1, column 0"
YC YouTube,How AI Is Changing Enterprise,https://www.youtube.com/watch?v=aIKfA3gIXwo,2025-02-19T15:00:00Z,0,No,Failed,2025-06-13T17:40:46.624335,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Blake Scholl Built The First Independent Supersonic Jet,https://www.youtube.com/watch?v=sOFmYwYa9Pk,2025-02-14T15:01:17Z,0,No,Failed,2025-06-13T17:40:47.863210,"Unknown error: no element found: line 1, column 0"
YC YouTube,Former OpenAI CRO Bob McGrew thinks that two jobs of the future will be genius and manager.,https://www.youtube.com/watch?v=p7_jJRZIuiE,2025-02-13T20:36:58Z,0,No,Failed,2025-06-13T17:40:48.904328,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Right (And Wrong) Way To Spend Money At Your Startup,https://www.youtube.com/watch?v=IRROi-Q1V44,2025-02-12T15:00:31Z,0,No,Failed,2025-06-13T17:40:50.804645,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Get AI Startup Ideas,https://www.youtube.com/watch?v=TANaRNMbYgk,2025-02-07T15:00:41Z,0,No,Failed,2025-06-13T17:40:52.161361,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Engineering Unlocks Behind DeepSeek | YC Decoded,https://www.youtube.com/watch?v=4Tmn-XP93m4,2025-02-05T15:00:04Z,0,No,Failed,2025-06-13T17:40:54.433794,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Future of Software Engineering,https://www.youtube.com/watch?v=a-O7vv0ZfNg,2025-02-05T00:39:21Z,0,No,Failed,2025-06-13T17:40:55.549687,"Unknown error: no element found: line 1, column 0"
YC YouTube,B2A: Software Where the Customers Will All Be Agents,https://www.youtube.com/watch?v=GEcby86ZOVY,2025-02-04T17:28:42Z,0,No,Failed,2025-06-13T17:40:56.595786,"Unknown error: no element found: line 1, column 0"
YC YouTube,Vertical AI Agents,https://www.youtube.com/watch?v=lvmmk85ArWg,2025-02-03T14:39:28Z,0,No,Failed,2025-06-13T17:40:57.841254,"Unknown error: no element found: line 1, column 0"
YC YouTube,Devtools for AI Agents,https://www.youtube.com/watch?v=yFcWSvR6c14,2025-02-02T04:53:21Z,0,No,Failed,2025-06-13T17:40:59.142389,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI Commercial Open Source Software (AICOSS),https://www.youtube.com/watch?v=xkweKRfUb5Y,2025-01-31T19:08:42Z,0,No,Failed,2025-06-13T17:41:00.175841,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI Personal Staff for Everyone,https://www.youtube.com/watch?v=2S1Z6YEKVoM,2025-01-31T00:04:56Z,0,No,Failed,2025-06-13T17:41:01.352052,"Unknown error: no element found: line 1, column 0"
YC YouTube,Compliance and Audit,https://www.youtube.com/watch?v=Vi4c51aq-SQ,2025-01-30T19:11:17Z,0,No,Failed,2025-06-13T17:41:02.466388,"Unknown error: no element found: line 1, column 0"
YC YouTube,Datacenters,https://www.youtube.com/watch?v=B4KsLeOZcqU,2025-01-30T18:17:53Z,0,No,Failed,2025-06-13T17:41:03.510426,"Unknown error: no element found: line 1, column 0"
YC YouTube,A Secure AI App Store,https://www.youtube.com/watch?v=TFXPfy7sWG8,2025-01-30T17:17:20Z,0,No,Failed,2025-06-13T17:41:04.635816,"Unknown error: no element found: line 1, column 0"
YC YouTube,America’s First Civil Supersonic Jet to Break the Sound Barrier,https://www.youtube.com/watch?v=xwFh356D0rQ,2025-01-29T19:47:12Z,0,No,Failed,2025-06-13T17:41:05.804642,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI Revolution: What Nobody Else Is Seeing,https://www.youtube.com/watch?v=0LMK5JYkB94,2025-01-24T15:00:01Z,0,No,Failed,2025-06-13T17:41:07.050378,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Scaling Laws Will Determine AI&#39;s Future | YC Decoded,https://www.youtube.com/watch?v=d6Ed5bZAtrM,2025-01-23T15:00:49Z,0,No,Failed,2025-06-13T17:41:08.060401,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Use AI In Your Startup,https://www.youtube.com/watch?v=7Kt9ugD3bGQ,2025-01-15T15:00:09Z,0,No,Failed,2025-06-13T17:41:09.259128,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Build The Future: Parker Conrad,https://www.youtube.com/watch?v=FwD0wqwUjAI,2025-01-10T15:00:31Z,0,No,Failed,2025-06-13T17:41:10.494812,"Unknown error: no element found: line 1, column 0"
YC YouTube,Zip co-founder Rujul Zaparde on going from 0 to 1 with enterprise sales,https://www.youtube.com/watch?v=wfyNj_hH5zQ,2025-01-09T21:20:52Z,0,No,Failed,2025-06-13T17:41:11.397538,"Unknown error: no element found: line 1, column 0"
YC YouTube,How do OpenAI’s o1 and o3 models perform complex reasoning?,https://www.youtube.com/watch?v=mUKkjMoKEdg,2025-01-03T20:41:19Z,0,No,Failed,2025-06-13T17:41:12.715579,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Jared predicts that in 2025, we’ll be able to have Zoom calls with AI",https://www.youtube.com/watch?v=H_lpUhbLcbg,2025-01-02T18:03:03Z,0,No,Failed,2025-06-13T17:41:13.889747,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Lightcone 2025 Forecast,https://www.youtube.com/watch?v=uGjv25IrjoE,2025-01-01T15:01:05Z,0,No,Failed,2025-06-13T17:41:14.906822,"Unknown error: no element found: line 1, column 0"
YC YouTube,Astranis just successfully launched 4 high-orbit satellites aboard SpaceX&#39;s Falcon 9,https://www.youtube.com/watch?v=u4mdcp6wIYo,2024-12-30T17:26:59Z,0,No,Failed,2025-06-13T17:41:15.867563,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Focus On The Right Problems,https://www.youtube.com/watch?v=z-TeST6LnOk,2024-12-26T15:01:08Z,0,No,Failed,2025-06-13T17:41:16.994665,"Unknown error: no element found: line 1, column 0"
YC YouTube,YC Partner and Algolia co-founder Nicolas Dessaigne’s advice for founders starting out.,https://www.youtube.com/watch?v=JkSOIoVHKkI,2024-12-23T18:31:32Z,0,No,Failed,2025-06-13T17:41:17.996813,"Unknown error: no element found: line 1, column 0"
YC YouTube,How David Lieb Turned a Failing Startup Into Google Photos | Backstory,https://www.youtube.com/watch?v=CcnwFJqEnxU,2024-12-18T15:00:20Z,0,No,Failed,2025-06-13T17:41:19.272705,"Unknown error: no element found: line 1, column 0"
YC YouTube,2024: The Year the GPT Wrapper Myth Proved Wrong,https://www.youtube.com/watch?v=z0wt2pe_LZM,2024-12-13T15:01:15Z,0,No,Failed,2025-06-13T17:41:20.336770,"Unknown error: no element found: line 1, column 0"
YC YouTube,Anthropic’s Claude Computer Use Is A Game Changer | YC Decoded,https://www.youtube.com/watch?v=VDmU0jjklBo,2024-12-06T15:00:41Z,0,No,Failed,2025-06-13T17:41:21.514448,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Start A Dev Tools Company | Startup School,https://www.youtube.com/watch?v=z1aKRhRnVNk,2024-11-26T15:01:12Z,0,No,Failed,2025-06-13T17:41:22.967870,"Unknown error: no element found: line 1, column 0"
YC YouTube,Vertical AI Agents Could Be 10X Bigger Than SaaS,https://www.youtube.com/watch?v=ASABxNenD_U,2024-11-22T15:00:20Z,0,No,Failed,2025-06-13T17:41:24.526170,"Unknown error: no element found: line 1, column 0"
YC YouTube,Twitter vs. X: Product Lessons For Startup Founders,https://www.youtube.com/watch?v=EW9TUqOgjmQ,2024-11-21T15:00:23Z,0,No,Failed,2025-06-13T17:41:25.872865,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Why The Next AI Breakthroughs Will Be In Reasoning, Not Scaling",https://www.youtube.com/watch?v=JiwiqYGw4iU,2024-11-14T15:00:18Z,0,No,Failed,2025-06-13T17:41:27.443452,"Unknown error: no element found: line 1, column 0"
YC YouTube,Fintech 2.0,https://www.youtube.com/watch?v=jJp13H5a-jE,2024-11-12T04:01:40Z,0,No,Failed,2025-06-13T17:41:28.508196,"Unknown error: no element found: line 1, column 0"
YC YouTube,AI-Aided Engineering Tools,https://www.youtube.com/watch?v=1asr6PkU8HQ,2024-11-12T00:43:19Z,0,No,Failed,2025-06-13T17:41:29.793546,"Unknown error: no element found: line 1, column 0"
YC YouTube,Government Software,https://www.youtube.com/watch?v=kwmaCLAkpwQ,2024-11-11T18:06:03Z,0,No,Failed,2025-06-13T17:41:30.958730,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Build The Future: Sam Altman,https://www.youtube.com/watch?v=xXCBz_8hM9w,2024-11-08T15:01:12Z,0,No,Failed,2025-06-13T17:41:32.053848,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Winter 2025 application deadline is in less than a week! Apply at ycombinator.com/apply.,https://www.youtube.com/watch?v=rePH4tln5VY,2024-11-06T19:27:05Z,0,No,Failed,2025-06-13T17:41:33.091484,"Unknown error: no element found: line 1, column 0"
YC YouTube,The AI Future Has Arrived: Here&#39;s What You Should Do About It,https://www.youtube.com/watch?v=wRLTfC_PMKU,2024-11-05T15:01:09Z,0,No,Failed,2025-06-13T17:41:34.138439,"Unknown error: no element found: line 1, column 0"
YC YouTube,The 10 Trillion Parameter AI Model With 300 IQ,https://www.youtube.com/watch?v=lbJilIQhHko,2024-11-01T14:00:48Z,0,No,Failed,2025-06-13T17:41:35.163189,"Unknown error: no element found: line 1, column 0"
YC YouTube,Starting A Company? The Key Terms You Should Know | Startup School,https://www.youtube.com/watch?v=wH3TKpALlw4,2024-10-23T14:00:50Z,0,No,Failed,2025-06-13T17:41:36.226970,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Why Design Matters: Lessons from Stripe, Lyft and Airbnb",https://www.youtube.com/watch?v=CKfERe55CeA,2024-10-16T14:00:19Z,0,No,Failed,2025-06-13T17:41:37.414540,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Do Billion Dollar Startups Start?,https://www.youtube.com/watch?v=HB3l1BPi7zo,2024-10-11T14:00:14Z,0,No,Failed,2025-06-13T17:41:38.514928,"Unknown error: no element found: line 1, column 0"
YC YouTube,Meta VS Apple: What Their Battle Means For AI Startups,https://www.youtube.com/watch?v=NhrkiK1SggE,2024-10-09T14:00:19Z,0,No,Failed,2025-06-13T17:41:39.728111,"Unknown error: no element found: line 1, column 0"
YC YouTube,The best consumer companies incorporate both virality and network effect to grow organically.,https://www.youtube.com/watch?v=nty_szMaNTs,2024-10-08T19:21:24Z,0,No,Failed,2025-06-13T17:41:40.667209,"Unknown error: no element found: line 1, column 0"
YC YouTube,Why Vertical LLM Agents Are The New $1 Billion SaaS Opportunities,https://www.youtube.com/watch?v=eBVi_sLaYsc,2024-10-04T14:00:41Z,0,No,Failed,2025-06-13T17:41:41.818017,"Unknown error: no element found: line 1, column 0"
YC YouTube,Stripe Head of Design Katie Dill Reviews Startup Websites,https://www.youtube.com/watch?v=DY5Z-uZ6ZMc,2024-10-01T14:00:11Z,0,No,Failed,2025-06-13T17:41:42.889158,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Find A Co-Founder | Startup School,https://www.youtube.com/watch?v=Fk9BCr5pLTU,2024-09-27T14:00:25Z,0,No,Failed,2025-06-13T17:41:43.851895,"Unknown error: no element found: line 1, column 0"
YC YouTube,What Founder Mode Really Means,https://www.youtube.com/watch?v=FlonCU9txXI,2024-09-24T14:00:12Z,0,No,Failed,2025-06-13T17:41:45.003890,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Once you identify the problem and fix it, you can always launch again.",https://www.youtube.com/watch?v=PHgqbdcWTuk,2024-09-22T17:31:19Z,0,No,Failed,2025-06-13T17:41:45.945409,"Unknown error: no element found: line 1, column 0"
YC YouTube,Building The World&#39;s Best Image Diffusion Model,https://www.youtube.com/watch?v=VyIOoqjm8HA,2024-09-19T17:00:22Z,0,No,Failed,2025-06-13T17:41:46.930316,"Unknown error: no element found: line 1, column 0"
YC YouTube,Signs Your Company Is Recovering From ZIRP,https://www.youtube.com/watch?v=kVGvC7Ix_nc,2024-09-17T17:00:37Z,0,No,Failed,2025-06-13T17:41:48.130424,"Unknown error: no element found: line 1, column 0"
YC YouTube,Y Combinator co-founder Jessica Livingston on the beginnings of YC.,https://www.youtube.com/watch?v=ywdFD0cAq2E,2024-09-16T22:03:13Z,0,No,Failed,2025-06-13T17:41:49.395940,"Unknown error: no element found: line 1, column 0"
YC YouTube,New Defense Technology,https://www.youtube.com/watch?v=e2mmfE1juFs,2024-09-13T18:39:08Z,0,No,Failed,2025-06-13T17:41:50.400040,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Convert Customers With Cold Emails | Startup School,https://www.youtube.com/watch?v=7Kh_fpxP1yY,2024-09-12T17:00:09Z,0,No,Failed,2025-06-13T17:41:51.343993,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Times When Paranoia Fueled Technological Advancement,https://www.youtube.com/watch?v=LHUnje0NLG0,2024-09-10T17:00:14Z,0,No,Failed,2025-06-13T17:41:52.436722,"Unknown error: no element found: line 1, column 0"
YC YouTube,How YC Was Created With Jessica Livingston,https://www.youtube.com/watch?v=6u4JVz7iQTY,2024-09-06T17:00:10Z,0,No,Failed,2025-06-13T17:41:53.992264,"Unknown error: no element found: line 1, column 0"
YC YouTube,Over-complicated pricing could kill a sales process.,https://www.youtube.com/watch?v=ijXgeZ7p9SA,2024-09-05T18:32:11Z,0,No,Failed,2025-06-13T17:41:55.008254,"Unknown error: no element found: line 1, column 0"
YC YouTube,Why AI Hasn’t Blown Our Minds…Yet,https://www.youtube.com/watch?v=jyp-cHmpfgk,2024-09-04T18:00:32Z,0,No,Failed,2025-06-13T17:41:56.151458,"Unknown error: no element found: line 1, column 0"
YC YouTube,Gmail creator Paul Buchheit on the very first version of Google’s “Did you mean?” feature,https://www.youtube.com/watch?v=_ZR1dWrkogA,2024-08-28T23:51:51Z,0,No,Failed,2025-06-13T17:41:57.139398,"Unknown error: no element found: line 1, column 0"
YC YouTube,Sales pre-PMF should be done by the founders.,https://www.youtube.com/watch?v=aXmmS9QKRDg,2024-08-23T18:54:18Z,0,No,Failed,2025-06-13T17:41:59.748586,"Unknown error: no element found: line 1, column 0"
YC YouTube,Are We In An AI Hype Cycle?,https://www.youtube.com/watch?v=_-5xJQ4U8g0,2024-08-22T17:00:34Z,0,No,Failed,2025-06-13T17:42:01.027115,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Gmail Creator Paul Buchheit On AGI, Open Source Models, Freedom",https://www.youtube.com/watch?v=LSUviaN1eso,2024-08-09T17:00:29Z,0,No,Failed,2025-06-13T17:42:02.118630,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Price For B2B | Startup School,https://www.youtube.com/watch?v=4hjiRmgmHiU,2024-07-25T17:00:04Z,0,No,Failed,2025-06-13T17:42:03.396965,"Unknown error: no element found: line 1, column 0"
YC YouTube,Tarpit Ideas: The Sequel,https://www.youtube.com/watch?v=GU9iT7MW0rs,2024-07-19T18:10:20Z,0,No,Failed,2025-06-13T17:42:04.603692,"Unknown error: no element found: line 1, column 0"
YC YouTube,Why Startup Founders Should Launch Companies Sooner Than They Think,https://www.youtube.com/watch?v=Nsx5RDVKZSk,2024-07-12T17:00:30Z,0,No,Failed,2025-06-13T17:42:05.663385,"Unknown error: no element found: line 1, column 0"
YC YouTube,"When you’re pre-product market fit, sales is a job for the founders.",https://www.youtube.com/watch?v=sAXkAYKtOKo,2024-07-10T15:21:09Z,0,No,Failed,2025-06-13T17:42:06.602755,"Unknown error: no element found: line 1, column 0"
YC YouTube,The artistry is actually in that interface between the human and the technology itself.,https://www.youtube.com/watch?v=AUJHVtq5-XQ,2024-07-02T18:31:36Z,0,No,Failed,2025-06-13T17:42:07.492420,"Unknown error: no element found: line 1, column 0"
YC YouTube,You should probably still learn how to code.,https://www.youtube.com/watch?v=esvgwME4NyI,2024-06-28T17:37:02Z,0,No,Failed,2025-06-13T17:42:08.751445,"Unknown error: no element found: line 1, column 0"
YC YouTube,10 People + AI = Billion Dollar Company?,https://www.youtube.com/watch?v=CKvo_kQbakU,2024-06-27T17:00:11Z,0,No,Failed,2025-06-13T17:42:09.624564,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Better models, better startups.",https://www.youtube.com/watch?v=uSYTdEVfWsY,2024-06-26T17:43:22Z,0,No,Failed,2025-06-13T17:42:10.899901,"Unknown error: no element found: line 1, column 0"
YC YouTube,What Is ZIRP And How Did It Poison Startups?,https://www.youtube.com/watch?v=iMo5-4h_XwE,2024-06-20T20:19:20Z,0,No,Failed,2025-06-13T17:42:11.996368,"Unknown error: no element found: line 1, column 0"
YC YouTube,RFS: AI to build enterprise software,https://www.youtube.com/watch?v=fx3mqS_faOQ,2024-06-07T16:12:53Z,0,No,Failed,2025-06-13T17:42:13.063053,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Better AI Models, Better Startups",https://www.youtube.com/watch?v=4aMQPG9gPoM,2024-06-06T17:24:21Z,0,No,Failed,2025-06-13T17:42:14.017717,"Unknown error: no element found: line 1, column 0"
YC YouTube,Startup Experts Discuss Doing Things That Don&#39;t Scale,https://www.youtube.com/watch?v=IjPDIjge81o,2024-05-30T17:43:34Z,0,No,Failed,2025-06-13T17:42:15.051460,"Unknown error: no element found: line 1, column 0"
YC YouTube,How New Technology Creates New Businesses,https://www.youtube.com/watch?v=KxjPgGLVJSg,2024-05-24T17:20:50Z,0,No,Failed,2025-06-13T17:42:16.072602,"Unknown error: no element found: line 1, column 0"
YC YouTube,Probably not.,https://www.youtube.com/watch?v=6Fgcsv_ksAI,2024-05-20T20:29:52Z,0,No,Failed,2025-06-13T17:42:17.101156,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Focusing on data quality over quantity, Metalware built a foundation model with less compute.",https://www.youtube.com/watch?v=rbmov2w4ohI,2024-05-14T18:44:40Z,0,No,Failed,2025-06-13T17:42:18.333961,"Unknown error: no element found: line 1, column 0"
YC YouTube,"To be able to create something different, you have to be somewhat contrarian.",https://www.youtube.com/watch?v=ASE6D_aHlzo,2024-05-13T21:57:02Z,0,No,Failed,2025-06-13T17:42:19.414804,"Unknown error: no element found: line 1, column 0"
YC YouTube,Does Your Startup Website Pass The First Impression Test? | Design Review,https://www.youtube.com/watch?v=pqwOL6YfRIo,2024-05-02T17:00:25Z,0,No,Failed,2025-06-13T17:42:20.507623,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Find the one narrow thing that you can do well, and carve out something that&#39;s great.",https://www.youtube.com/watch?v=sRTpVOeYCtY,2024-05-01T19:50:06Z,0,No,Failed,2025-06-13T17:42:21.840493,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Lightcone: Consumer is back, What’s getting funded now, The vibes immaculate",https://www.youtube.com/watch?v=e1Yhs9BEOSw,2024-04-25T14:41:18Z,0,No,Failed,2025-06-13T17:42:22.867829,"Unknown error: no element found: line 1, column 0"
YC YouTube,RFS: Machine learning to simulate the physical world,https://www.youtube.com/watch?v=uzyvVFwLD68,2024-04-23T22:27:33Z,0,No,Failed,2025-06-13T17:42:23.871831,"Unknown error: no element found: line 1, column 0"
YC YouTube,When Should You Trust Your Gut?,https://www.youtube.com/watch?v=2ViqdR5E2wU,2024-04-17T17:52:29Z,0,No,Failed,2025-06-13T17:42:24.913918,"Unknown error: no element found: line 1, column 0"
